attendance_percentage,study_hours_per_week,previous_gpa,midterm_score,assignment_completion,quiz_score,sleep_hours_per_day,extracurricular,internet_access,final_score,final_gpa,grade,passed,risk_level
70.7,13.6,2.36,64.9,85.4,49.9,4.8,1,1,69.1,2.77,C,1,HIGH
93.6,18.0,2.86,83.8,73.1,55.0,7.7,1,1,76.9,3.07,B,1,LOW
77.7,5.7,2.38,61.8,100.0,54.0,6.6,1,0,69.7,2.79,C,1,MEDIUM
66.0,15.7,3.45,64.7,80.3,56.6,9.1,0,1,63.3,2.53,C,1,HIGH
71.9,15.0,3.46,69.6,76.3,48.1,8.9,1,1,63.7,2.55,C,1,HIGH
88.1,11.3,2.23,66.5,68.1,46.6,7.2,1,1,68.3,2.73,C,1,MEDIUM
84.6,13.7,3.77,78.9,86.0,48.0,8.9,1,1,72.9,2.91,B,1,MEDIUM
75.1,17.1,4.0,83.3,84.8,49.2,9.2,1,1,73.3,2.93,B,1,MEDIUM
73.6,16.4,3.12,61.1,87.8,53.5,7.3,1,0,70.8,2.83,B,1,HIGH
73.3,6.3,2.78,61.9,66.6,37.3,9.9,0,1,55.8,2.23,D,1,HIGH
66.9,16.1,4.0,73.5,58.0,57.9,7.2,0,1,69.6,2.78,C,1,HIGH
97.4,11.7,2.44,68.5,91.4,44.7,7.0,1,1,71.2,2.85,B,1,MEDIUM
74.1,12.4,3.11,64.4,100.0,54.5,8.2,1,1,70.5,2.82,B,1,HIGH
92.6,12.4,3.19,76.0,66.6,49.5,6.8,1,0,69.9,2.79,C,1,MEDIUM
96.3,11.2,3.77,64.5,100.0,57.2,7.3,1,1,75.3,3.01,B,1,LOW
90.0,18.0,3.28,77.6,86.3,51.2,8.8,1,1,71.4,2.86,B,1,MEDIUM
72.8,11.6,2.85,60.5,81.9,45.1,7.2,0,1,65.1,2.6,C,1,HIGH
82.8,6.4,2.62,66.1,76.0,44.3,5.3,0,1,63.1,2.52,C,1,MEDIUM
77.7,10.0,2.93,62.4,61.2,41.5,7.6,0,1,64.5,2.58,C,1,MEDIUM
67.2,12.9,2.6,60.2,96.8,68.5,6.4,1,1,68.9,2.75,C,1,HIGH
81.9,18.1,3.12,84.1,70.4,53.8,8.2,0,1,69.7,2.79,C,1,MEDIUM
63.9,15.0,2.82,68.3,70.3,55.7,8.0,1,1,63.9,2.56,C,1,CRITICAL
92.3,7.7,2.35,71.0,96.9,63.1,8.8,0,1,74.5,2.98,B,1,MEDIUM
72.4,24.4,3.73,79.5,53.8,52.0,8.2,1,1,72.2,2.89,B,1,HIGH
80.4,13.3,2.85,72.4,59.1,28.6,8.4,0,1,59.6,2.39,D,1,HIGH
81.4,18.4,2.47,69.9,81.7,51.8,6.5,1,0,67.7,2.71,C,1,MEDIUM
74.9,11.2,3.02,65.8,86.4,62.2,8.1,1,1,75.7,3.03,B,1,HIGH
85.0,14.7,3.13,77.1,89.3,55.4,9.4,0,0,77.0,3.08,B,1,LOW
72.3,16.2,2.23,60.3,77.5,59.7,6.4,1,1,70.5,2.82,B,1,HIGH
88.5,18.1,3.27,87.9,100.0,75.3,9.2,0,1,90.4,3.62,A+,1,LOW
61.8,17.3,2.58,61.5,78.6,47.1,6.6,1,1,57.7,2.31,D,1,CRITICAL
79.5,16.4,3.96,83.6,78.5,53.5,6.3,1,1,79.5,3.18,B,1,MEDIUM
100.0,10.4,3.36,87.5,70.0,48.2,7.5,1,1,82.6,3.3,B+,1,LOW
66.0,9.1,2.9,65.4,83.9,49.4,8.0,1,1,70.3,2.81,B,1,HIGH
69.9,13.7,2.73,57.1,91.2,46.2,8.2,0,1,66.6,2.67,C,1,HIGH
84.2,16.7,3.05,77.8,100.0,65.9,6.1,1,1,82.7,3.31,B+,1,MEDIUM
80.2,10.9,3.41,76.3,59.7,38.0,7.7,1,1,64.8,2.59,C,1,MEDIUM
82.2,17.3,3.09,80.0,78.3,58.9,6.4,0,1,71.7,2.87,B,1,MEDIUM
83.9,19.3,2.99,71.5,88.7,60.7,5.6,1,1,73.0,2.92,B,1,MEDIUM
85.6,7.4,3.13,66.2,90.8,46.2,6.2,0,1,64.2,2.57,C,1,MEDIUM
91.3,7.8,2.8,74.7,82.1,64.5,6.4,1,1,80.8,3.23,B+,1,LOW
82.9,11.3,2.93,66.0,90.1,58.9,7.8,1,1,71.0,2.84,B,1,MEDIUM
75.1,13.5,2.06,59.6,69.9,50.3,8.5,0,1,65.6,2.62,C,1,MEDIUM
86.1,9.4,3.59,82.8,100.0,60.3,5.6,0,1,76.8,3.07,B,1,LOW
100.0,18.8,3.25,85.8,96.9,68.2,7.6,1,1,89.2,3.57,A,1,LOW
76.4,14.1,2.71,63.8,61.8,50.6,5.9,1,1,61.4,2.46,C,1,MEDIUM
66.3,12.2,4.0,67.2,65.9,45.9,7.9,1,1,60.3,2.41,C,1,HIGH
91.3,4.8,3.14,71.7,66.3,60.1,6.5,1,1,78.3,3.13,B,1,LOW
76.6,5.4,2.58,52.8,92.2,53.0,6.0,0,1,68.5,2.74,C,1,MEDIUM
51.9,13.4,3.53,61.1,62.7,50.3,8.1,1,1,60.2,2.41,C,1,CRITICAL
88.2,1.3,3.3,68.8,77.0,53.2,6.6,1,1,71.5,2.86,B,1,MEDIUM
71.6,17.1,3.3,78.7,88.8,62.7,6.9,1,1,76.7,3.07,B,1,HIGH
76.9,11.2,2.89,70.0,81.0,43.4,4.8,1,0,67.3,2.69,C,1,MEDIUM
82.0,28.2,3.33,82.5,85.9,61.3,8.2,0,1,74.9,3.0,B,1,MEDIUM
80.3,23.5,2.97,84.6,66.0,47.4,8.1,0,1,69.2,2.77,C,1,MEDIUM
86.5,11.1,3.38,73.3,90.9,53.3,7.2,0,1,81.6,3.26,B+,1,LOW
72.8,11.5,2.15,52.9,72.8,55.5,5.5,1,1,69.9,2.8,C,1,HIGH
84.2,17.0,2.88,73.7,77.1,51.7,8.5,1,1,76.1,3.04,B,1,MEDIUM
74.9,20.5,3.96,89.0,85.6,54.9,6.5,1,0,79.8,3.19,B,1,HIGH
86.9,3.8,2.72,64.7,83.5,50.7,6.7,0,1,67.6,2.7,C,1,MEDIUM
85.4,3.1,2.8,63.3,82.4,44.1,9.7,0,1,63.7,2.55,C,1,MEDIUM
66.8,8.9,2.88,68.4,70.7,57.4,6.4,0,1,63.5,2.54,C,1,HIGH
91.0,14.9,2.49,65.7,77.5,46.5,8.0,1,1,65.5,2.62,C,1,MEDIUM
71.6,14.5,2.0,53.3,82.0,52.0,7.8,1,1,68.1,2.73,C,1,HIGH
87.7,17.3,2.98,69.1,61.4,53.4,7.6,0,1,74.6,2.99,B,1,MEDIUM
82.4,6.0,3.17,69.1,75.1,47.8,7.5,1,1,70.9,2.84,B,1,MEDIUM
100.0,1.0,3.07,71.2,87.8,59.7,7.6,0,0,73.8,2.95,B,1,MEDIUM
75.3,16.3,3.03,78.9,62.8,42.6,7.5,0,1,69.5,2.78,C,1,MEDIUM
73.8,7.9,3.12,65.7,99.3,74.1,7.1,0,1,74.9,2.99,B,1,HIGH
77.8,1.9,3.61,63.4,100.0,64.6,8.9,0,1,67.2,2.69,C,1,MEDIUM
74.4,12.7,3.0,67.7,63.3,44.5,5.8,0,1,64.3,2.57,C,1,HIGH
87.6,16.0,2.81,75.3,100.0,57.9,8.3,0,1,73.7,2.95,B,1,MEDIUM
58.6,11.4,2.96,50.8,79.8,46.5,8.1,1,1,55.1,2.21,D,1,CRITICAL
65.4,9.7,3.39,77.8,88.3,56.6,8.0,1,1,71.4,2.86,B,1,HIGH
65.2,11.2,3.81,71.3,74.6,62.9,8.4,1,1,69.1,2.77,C,1,HIGH
89.4,10.1,2.79,71.7,95.8,52.5,7.1,1,1,73.7,2.95,B,1,MEDIUM
98.5,5.3,3.15,76.8,88.1,59.1,5.1,0,1,78.3,3.13,B,1,LOW
76.7,8.4,3.27,71.0,69.8,49.1,7.1,1,0,61.0,2.44,C,1,MEDIUM
76.0,14.6,2.6,66.0,64.5,44.9,6.1,0,1,67.7,2.71,C,1,MEDIUM
78.8,13.6,3.11,68.1,60.1,43.8,6.4,1,1,60.5,2.42,C,1,MEDIUM
91.9,12.8,2.37,73.6,84.8,55.3,5.8,1,1,69.6,2.78,C,1,MEDIUM
66.9,7.0,2.22,55.4,90.6,58.1,6.7,0,0,62.5,2.5,C,1,HIGH
80.9,11.1,3.28,67.5,91.8,60.6,6.5,1,0,73.2,2.93,B,1,MEDIUM
89.7,1.1,2.91,71.6,80.2,56.1,4.6,0,1,77.9,3.11,B,1,LOW
84.0,12.9,3.2,75.2,64.6,30.2,8.0,0,1,65.6,2.62,C,1,MEDIUM
80.3,19.1,3.09,79.8,71.8,54.5,9.6,0,1,74.1,2.96,B,1,MEDIUM
90.0,4.6,2.61,72.1,99.3,51.4,7.9,0,1,74.9,2.99,B,1,MEDIUM
45.6,9.1,3.08,52.5,74.7,49.5,7.0,0,1,57.0,2.28,D,1,CRITICAL
86.1,13.6,2.48,71.1,84.2,63.8,7.1,0,1,74.4,2.98,B,1,MEDIUM
70.2,18.3,3.8,80.6,65.9,45.0,6.7,0,0,62.1,2.48,C,1,HIGH
56.0,9.8,2.42,48.8,87.0,47.9,7.3,1,1,56.0,2.24,D,1,CRITICAL
84.1,8.5,3.0,69.0,75.1,47.2,7.2,0,1,72.2,2.89,B,1,MEDIUM
94.5,2.2,2.58,65.5,97.7,66.1,6.3,0,1,90.0,3.6,A,1,LOW
76.4,12.5,3.39,66.7,93.6,58.0,9.1,1,0,68.1,2.72,C,1,MEDIUM
89.4,22.2,2.93,93.1,74.6,68.1,5.6,1,1,82.8,3.31,B+,1,LOW
97.3,13.4,2.84,70.2,80.1,55.6,8.0,0,1,71.5,2.86,B,1,MEDIUM
93.8,11.9,3.53,73.4,73.7,53.0,7.1,0,1,81.1,3.24,B+,1,LOW
97.7,13.6,3.11,86.3,60.7,50.6,9.3,1,1,70.2,2.81,B,1,MEDIUM
86.9,11.9,3.36,79.1,69.1,56.3,7.6,0,0,76.1,3.05,B,1,LOW
78.9,7.9,2.61,57.6,85.0,40.8,6.8,1,1,57.6,2.3,D,1,HIGH
58.8,16.1,2.4,61.6,86.9,53.7,6.9,0,1,61.6,2.46,C,1,CRITICAL
75.0,13.1,3.15,76.8,84.2,56.3,7.2,1,1,72.5,2.9,B,1,MEDIUM
67.9,12.1,2.94,63.6,77.5,54.4,5.9,1,1,69.0,2.76,C,1,HIGH
100.0,7.1,3.41,91.0,96.0,64.6,6.4,1,1,82.6,3.3,B+,1,LOW
75.9,18.5,3.06,64.8,83.0,46.4,5.2,0,1,68.6,2.75,C,1,MEDIUM
79.5,15.3,3.2,77.1,92.5,60.2,6.2,1,1,76.0,3.04,B,1,MEDIUM
84.6,9.2,2.29,69.6,55.4,36.5,7.3,0,1,61.9,2.48,C,1,MEDIUM
78.5,17.0,4.0,85.4,30.0,26.1,7.5,1,1,65.7,2.63,C,1,MEDIUM
98.3,9.5,3.02,75.0,86.3,61.4,5.0,1,1,73.5,2.94,B,1,MEDIUM
70.5,8.1,3.45,64.3,60.6,47.0,7.0,1,1,65.7,2.63,C,1,HIGH
80.3,8.2,2.68,66.4,78.8,54.2,7.8,1,1,66.1,2.64,C,1,MEDIUM
69.1,3.1,3.25,63.7,77.5,57.9,7.0,0,1,71.0,2.84,B,1,HIGH
62.2,14.4,2.45,62.1,100.0,54.6,6.5,1,1,67.0,2.68,C,1,CRITICAL
70.7,2.8,3.33,65.9,88.0,46.4,6.7,1,1,66.3,2.65,C,1,HIGH
77.6,5.9,2.92,57.9,84.5,50.7,6.6,0,0,63.5,2.54,C,1,MEDIUM
72.8,1.6,3.11,57.9,94.6,53.1,6.5,0,1,70.1,2.8,B,1,HIGH
69.7,11.6,3.45,63.5,87.5,49.0,7.4,0,1,71.4,2.86,B,1,HIGH
61.1,11.2,2.48,54.4,75.1,45.9,9.7,1,1,55.6,2.23,D,1,CRITICAL
77.0,10.4,2.76,70.1,98.1,56.6,6.4,1,1,68.2,2.73,C,1,MEDIUM
59.9,6.8,3.33,59.6,65.4,33.0,6.9,1,1,58.7,2.35,D,1,CRITICAL
87.1,6.1,4.0,89.1,86.8,58.8,7.1,1,1,76.8,3.07,B,1,LOW
79.0,14.3,3.03,72.2,58.8,38.4,6.4,1,0,58.9,2.36,D,1,HIGH
60.5,9.2,3.4,62.1,85.1,54.0,8.4,0,1,61.8,2.47,C,1,CRITICAL
74.3,13.6,3.05,69.2,84.9,50.8,4.6,1,1,67.2,2.69,C,1,HIGH
69.0,7.6,4.0,65.9,100.0,66.4,6.6,1,1,70.5,2.82,B,1,HIGH
81.8,12.9,2.23,64.7,58.5,52.4,8.1,1,1,56.4,2.26,D,1,HIGH
94.1,18.5,3.15,88.0,73.0,59.7,6.9,1,1,75.0,3.0,B,1,MEDIUM
55.5,14.9,2.29,55.8,94.3,45.2,6.3,1,1,61.2,2.45,C,1,CRITICAL
79.4,9.9,1.85,54.5,87.0,60.2,7.7,0,1,60.5,2.42,C,1,MEDIUM
76.1,13.3,3.25,66.2,84.7,63.2,8.2,0,1,70.5,2.82,B,1,MEDIUM
86.1,10.8,3.17,70.5,67.7,48.3,7.4,1,1,75.3,3.01,B,1,LOW
80.6,12.0,2.96,69.9,73.1,58.2,6.3,1,0,69.8,2.79,C,1,MEDIUM
69.0,10.4,3.05,69.7,100.0,57.6,7.7,1,1,72.9,2.92,B,1,HIGH
74.2,11.2,4.0,67.6,81.2,41.6,6.8,1,1,64.4,2.58,C,1,HIGH
68.4,13.1,2.97,63.4,87.6,49.5,8.0,0,1,73.2,2.93,B,1,HIGH
90.9,7.0,3.36,74.1,80.3,64.7,8.8,1,1,75.1,3.0,B,1,LOW
78.3,6.9,2.78,53.8,64.3,32.9,4.3,1,0,55.8,2.23,D,1,HIGH
100.0,5.1,3.25,70.9,96.0,59.7,7.3,1,1,83.3,3.33,B+,1,LOW
77.3,4.0,2.98,58.4,89.5,53.5,5.3,0,1,66.6,2.66,C,1,MEDIUM
69.5,5.9,2.89,55.2,100.0,53.5,9.9,1,0,66.2,2.65,C,1,HIGH
59.8,12.8,4.0,70.1,66.8,45.1,6.7,1,1,63.3,2.53,C,1,CRITICAL
56.4,7.5,3.69,60.1,94.3,56.2,8.0,1,1,65.8,2.63,C,1,CRITICAL
59.0,14.6,3.17,60.8,62.3,39.8,7.2,0,1,58.5,2.34,D,1,CRITICAL
81.2,12.2,1.95,64.0,84.4,44.4,6.3,0,1,66.0,2.64,C,1,MEDIUM
84.1,2.2,2.92,71.5,96.6,61.4,6.2,1,1,73.2,2.93,B,1,MEDIUM
59.0,15.3,4.0,79.0,50.9,50.5,8.9,0,1,63.1,2.52,C,1,CRITICAL
88.7,16.1,2.98,67.0,78.9,56.9,8.3,1,1,69.3,2.77,C,1,MEDIUM
72.2,7.0,3.65,70.2,73.6,45.6,9.3,1,1,62.2,2.49,C,1,HIGH
79.8,14.1,3.82,76.9,71.5,44.1,7.3,1,0,64.7,2.59,C,1,MEDIUM
97.3,7.7,3.21,76.4,87.8,56.3,7.5,0,1,78.7,3.15,B,1,LOW
88.8,12.5,2.68,69.4,98.8,69.7,6.9,0,1,80.8,3.23,B+,1,LOW
74.8,5.7,1.88,53.8,80.0,52.0,6.9,1,1,63.9,2.55,C,1,HIGH
67.3,3.0,3.44,61.0,85.1,56.6,6.1,1,1,58.9,2.36,D,1,HIGH
52.2,10.1,2.69,50.2,83.7,53.9,7.3,0,1,57.4,2.3,D,1,CRITICAL
69.4,11.4,3.19,61.3,82.0,53.7,6.3,0,1,62.1,2.49,C,1,HIGH
75.5,10.0,2.48,59.5,65.7,44.8,7.7,1,1,60.7,2.43,C,1,MEDIUM
66.2,6.1,2.97,59.5,98.6,61.3,7.4,0,1,67.2,2.69,C,1,HIGH
76.4,10.0,3.12,70.3,86.4,52.4,7.5,1,1,72.3,2.89,B,1,MEDIUM
78.9,13.3,3.23,76.3,87.9,49.6,9.0,1,1,72.3,2.89,B,1,MEDIUM
75.3,11.8,2.54,61.2,69.9,50.7,7.2,1,1,56.3,2.25,D,1,HIGH
70.2,12.9,3.7,72.9,75.1,59.3,8.0,1,1,67.9,2.72,C,1,HIGH
80.0,8.6,2.8,70.2,79.4,46.1,9.5,1,1,67.5,2.7,C,1,MEDIUM
83.3,17.9,2.26,75.7,59.0,51.2,8.6,0,1,67.0,2.68,C,1,MEDIUM
64.9,6.1,3.05,58.2,56.7,50.2,8.5,1,1,54.2,2.17,D,1,CRITICAL
94.9,14.4,3.12,78.1,73.0,52.6,6.9,1,1,68.9,2.76,C,1,MEDIUM
76.8,17.9,3.18,75.3,89.8,53.6,7.5,1,1,73.0,2.92,B,1,MEDIUM
78.2,14.4,3.78,71.2,72.2,51.0,5.7,1,1,65.1,2.61,C,1,MEDIUM
86.5,11.0,2.98,70.6,66.7,44.6,7.7,1,1,61.2,2.45,C,1,MEDIUM
80.8,9.4,3.04,71.9,69.8,45.8,7.5,0,1,65.7,2.63,C,1,MEDIUM
89.4,17.2,2.55,77.6,75.2,55.9,7.2,1,1,71.1,2.84,B,1,MEDIUM
81.4,4.9,3.51,67.3,76.7,41.2,8.3,0,1,64.0,2.56,C,1,MEDIUM
70.7,7.1,3.19,64.1,100.0,50.6,5.9,0,1,66.5,2.66,C,1,HIGH
82.3,10.0,2.89,64.1,97.8,58.5,9.0,0,1,72.2,2.89,B,1,MEDIUM
64.3,18.2,2.15,64.2,97.4,58.1,8.2,0,1,64.1,2.56,C,1,CRITICAL
79.3,13.9,3.82,77.0,99.5,65.0,7.1,0,1,79.9,3.2,B,1,MEDIUM
77.6,7.2,2.49,59.2,67.0,55.8,7.0,0,1,62.2,2.49,C,1,MEDIUM
75.5,10.4,2.8,63.0,63.7,45.0,7.7,1,1,62.4,2.5,C,1,MEDIUM
76.5,8.9,3.28,67.5,65.4,50.0,8.9,0,1,69.1,2.76,C,1,MEDIUM
55.4,8.5,2.5,49.5,100.0,49.0,7.3,1,1,62.4,2.49,C,1,CRITICAL
71.4,16.9,2.35,67.8,73.8,54.5,7.4,0,1,69.7,2.79,C,1,HIGH
79.1,5.1,2.04,54.0,63.2,38.3,7.2,1,1,59.1,2.37,D,1,HIGH
79.9,20.0,3.46,87.6,75.5,56.9,9.2,1,1,77.3,3.09,B,1,MEDIUM
65.7,16.1,2.83,72.4,78.4,52.4,6.8,1,0,65.3,2.61,C,1,HIGH
93.2,17.5,4.0,83.4,86.0,65.6,7.2,1,1,81.6,3.27,B+,1,LOW
67.6,9.7,2.6,59.3,85.8,44.2,8.8,1,0,58.7,2.35,D,1,HIGH
89.6,11.3,2.64,67.2,69.6,34.3,7.4,1,1,63.7,2.55,C,1,MEDIUM
83.1,4.8,2.82,62.2,92.3,54.3,8.5,0,1,72.2,2.89,B,1,MEDIUM
70.2,9.4,3.22,74.9,72.4,54.2,6.2,1,1,66.5,2.66,C,1,HIGH
99.3,14.5,2.86,77.6,79.7,56.1,7.0,0,1,76.2,3.05,B,1,LOW
63.7,18.5,3.41,72.5,92.3,66.1,8.8,0,1,71.0,2.84,B,1,CRITICAL
89.0,6.5,2.61,68.8,72.4,52.2,6.5,0,0,69.6,2.78,C,1,MEDIUM
90.0,10.2,2.41,62.9,73.5,44.9,7.0,1,1,63.2,2.53,C,1,MEDIUM
70.0,11.2,2.2,53.8,90.9,38.5,7.5,1,1,56.3,2.25,D,1,HIGH
94.7,5.0,1.99,56.5,69.1,43.2,6.1,1,1,59.7,2.39,D,1,HIGH
75.0,15.0,2.84,64.0,76.2,55.9,6.7,1,1,68.5,2.74,C,1,HIGH
81.5,8.4,2.95,52.7,90.3,49.6,7.3,0,1,65.1,2.6,C,1,MEDIUM
81.1,11.0,2.78,70.3,100.0,61.3,7.3,1,0,73.1,2.92,B,1,MEDIUM
76.4,9.7,3.72,82.2,91.1,63.6,8.6,1,1,79.7,3.19,B,1,MEDIUM
87.7,8.1,3.71,76.4,89.1,52.5,8.9,1,1,74.8,2.99,B,1,MEDIUM
87.5,12.0,2.93,65.3,90.0,59.3,6.3,1,1,76.7,3.07,B,1,LOW
57.0,10.9,2.2,48.8,65.9,50.8,7.3,1,1,50.7,2.03,D,1,CRITICAL
93.7,10.1,2.82,70.5,83.7,53.6,7.9,1,1,72.2,2.89,B,1,MEDIUM
58.1,8.4,2.8,50.1,81.6,40.9,8.9,0,0,51.2,2.05,D,1,CRITICAL
90.4,13.6,2.77,78.0,86.8,57.7,8.0,0,1,74.7,2.99,B,1,MEDIUM
91.5,20.3,2.75,83.5,83.7,45.2,7.5,0,1,68.2,2.73,C,1,MEDIUM
64.9,12.7,2.77,55.8,87.7,53.8,7.9,0,1,65.9,2.63,C,1,CRITICAL
73.1,17.0,2.91,73.3,77.3,55.6,7.9,1,1,72.1,2.88,B,1,HIGH
64.7,5.0,2.78,63.1,82.9,62.1,6.2,1,1,69.5,2.78,C,1,CRITICAL
75.4,12.8,3.2,79.3,63.6,48.1,7.4,1,1,68.5,2.74,C,1,MEDIUM
74.3,6.5,3.28,79.2,77.2,57.1,8.8,1,1,69.6,2.78,C,1,HIGH
87.4,4.6,2.64,59.6,100.0,52.7,7.0,1,1,67.4,2.69,C,1,MEDIUM
93.7,8.3,3.74,92.8,86.8,60.4,7.3,0,1,89.4,3.58,A,1,LOW
94.7,18.0,2.61,76.1,81.7,46.4,6.9,0,1,77.2,3.09,B,1,LOW
71.3,16.8,2.29,60.8,100.0,57.1,4.7,1,1,67.9,2.72,C,1,HIGH
75.5,13.2,3.29,72.5,61.6,44.6,7.2,1,0,63.6,2.55,C,1,MEDIUM
57.8,4.3,2.69,48.1,65.4,42.4,7.5,1,0,57.9,2.32,D,1,CRITICAL
68.3,11.0,3.26,67.6,100.0,56.6,6.6,0,1,68.8,2.75,C,1,HIGH
89.6,13.5,1.9,59.7,82.7,51.5,5.9,1,1,66.6,2.67,C,1,MEDIUM
97.4,12.9,3.8,83.3,78.4,54.3,6.2,0,1,84.0,3.36,B+,1,LOW
63.2,2.8,3.44,64.6,64.0,43.0,8.0,1,1,58.0,2.32,D,1,CRITICAL
70.9,7.5,2.35,56.5,88.7,52.9,9.4,1,1,66.4,2.66,C,1,HIGH
77.7,11.7,2.36,63.9,90.2,55.5,8.7,0,1,69.8,2.79,C,1,MEDIUM
81.4,14.7,3.94,82.2,65.6,55.5,5.7,0,1,74.3,2.97,B,1,MEDIUM
68.3,1.0,2.73,59.2,79.9,49.0,8.1,0,0,59.0,2.36,D,1,HIGH
83.1,11.2,2.68,59.5,77.0,46.5,6.5,0,1,61.8,2.47,C,1,MEDIUM
72.3,12.7,1.97,61.4,85.8,51.7,6.6,1,1,64.6,2.58,C,1,HIGH
77.8,16.2,2.92,70.1,65.2,42.8,6.7,0,1,59.4,2.38,D,1,HIGH
84.6,15.5,2.99,75.1,100.0,60.4,8.0,1,1,77.5,3.1,B,1,MEDIUM
78.1,14.9,3.46,80.0,95.7,74.5,8.3,0,0,83.1,3.33,B+,1,MEDIUM
72.8,8.0,2.4,52.4,76.6,40.9,7.1,1,0,61.4,2.46,C,1,HIGH
76.7,2.5,2.34,50.1,78.8,44.9,7.1,1,1,54.4,2.17,D,1,HIGH
76.9,10.0,3.33,59.6,80.0,47.5,7.7,1,0,70.1,2.8,B,1,MEDIUM
73.6,17.0,3.6,72.8,70.3,48.5,7.8,1,1,74.2,2.97,B,1,HIGH
74.9,19.0,2.31,74.0,75.3,50.4,8.5,0,1,68.3,2.73,C,1,HIGH
97.2,15.6,3.64,84.7,77.9,58.3,5.8,1,1,76.6,3.06,B,1,LOW
84.7,14.1,3.12,67.7,100.0,50.0,7.2,0,1,71.4,2.86,B,1,MEDIUM
74.5,13.9,3.65,71.4,96.2,66.1,6.0,0,1,76.2,3.05,B,1,HIGH
86.4,9.2,3.06,63.3,96.0,61.2,7.1,0,1,74.6,2.98,B,1,MEDIUM
74.0,11.3,1.84,51.5,87.5,43.0,7.0,1,1,58.8,2.35,D,1,HIGH
92.1,20.3,3.02,83.8,65.2,37.6,7.1,1,1,71.3,2.85,B,1,MEDIUM
82.4,7.3,3.63,66.1,81.4,46.5,6.3,1,1,68.9,2.76,C,1,MEDIUM
76.7,20.1,2.65,77.4,96.6,60.4,5.6,1,1,75.7,3.03,B,1,MEDIUM
83.4,10.4,2.91,68.7,63.1,61.3,4.9,0,1,67.8,2.71,C,1,MEDIUM
59.1,18.6,3.01,66.0,91.5,59.7,7.1,1,1,66.6,2.67,C,1,CRITICAL
64.5,5.0,1.65,44.8,100.0,42.6,6.7,1,1,54.1,2.16,D,1,CRITICAL
63.7,14.9,3.94,75.9,97.9,57.8,6.5,1,1,81.2,3.25,B+,1,CRITICAL
79.7,8.3,2.65,67.6,100.0,60.0,8.7,1,0,78.0,3.12,B,1,MEDIUM
98.8,4.9,3.35,76.9,85.3,58.7,6.3,0,0,80.6,3.22,B+,1,LOW
100.0,13.1,3.06,82.8,96.5,55.5,8.8,0,1,85.5,3.42,A,1,LOW
85.7,17.0,3.73,81.0,71.2,52.0,9.0,1,1,77.2,3.09,B,1,LOW
84.0,7.8,3.3,73.2,93.9,55.2,5.1,0,1,75.5,3.02,B,1,MEDIUM
56.4,4.5,2.98,51.1,91.8,45.4,7.3,0,1,53.9,2.16,D,1,CRITICAL
71.5,11.5,2.65,62.6,86.3,54.9,6.8,1,1,65.5,2.62,C,1,HIGH
68.5,11.6,3.5,66.7,100.0,64.7,4.0,1,1,72.5,2.9,B,1,HIGH
70.5,14.7,2.16,58.6,73.9,52.2,5.6,1,1,57.3,2.29,D,1,HIGH
76.0,16.7,3.42,71.5,79.2,56.6,8.1,1,1,66.0,2.64,C,1,MEDIUM
72.3,11.7,2.55,64.7,83.4,49.8,9.4,1,1,66.9,2.68,C,1,HIGH
54.2,21.3,3.73,77.8,66.6,54.2,8.2,0,1,68.2,2.73,C,1,CRITICAL
87.0,13.1,3.18,80.9,85.4,60.3,7.6,1,0,73.4,2.94,B,1,MEDIUM
65.1,10.3,3.42,58.6,56.2,40.9,7.2,1,1,55.2,2.21,D,1,HIGH
80.9,3.9,3.14,71.1,97.7,56.7,9.1,0,1,78.3,3.13,B,1,MEDIUM
100.0,10.7,2.22,69.7,82.7,51.0,9.6,0,0,68.6,2.74,C,1,MEDIUM
67.0,10.3,2.67,62.8,74.2,48.9,6.6,1,1,62.9,2.51,C,1,HIGH
47.6,16.8,3.44,57.8,69.5,59.8,5.0,1,1,60.2,2.41,C,1,CRITICAL
74.6,14.3,3.18,71.2,78.5,54.6,4.9,0,1,71.4,2.86,B,1,HIGH
91.2,6.1,3.69,77.0,92.3,56.4,8.7,1,1,75.5,3.02,B,1,LOW
100.0,12.9,3.3,74.3,90.2,53.4,7.1,1,0,77.7,3.11,B,1,LOW
63.2,15.4,2.62,64.7,71.4,45.0,7.4,1,1,61.2,2.45,C,1,CRITICAL
84.0,19.6,2.7,81.8,69.3,65.3,5.2,1,0,75.6,3.03,B,1,MEDIUM
72.4,16.4,3.15,70.1,91.9,55.4,6.4,1,1,71.3,2.85,B,1,HIGH
76.7,15.8,1.94,69.5,71.2,54.8,6.9,1,1,66.6,2.67,C,1,MEDIUM
100.0,12.3,3.94,85.4,82.9,56.5,7.4,1,1,89.7,3.59,A,1,LOW
60.0,13.9,3.32,69.0,83.9,55.8,6.8,0,1,76.5,3.06,B,1,CRITICAL
81.0,18.2,3.71,69.7,86.7,60.3,6.1,0,1,72.2,2.89,B,1,MEDIUM
83.6,5.3,2.31,72.5,94.9,56.3,6.3,0,1,64.4,2.58,C,1,MEDIUM
91.0,10.3,3.72,86.4,63.1,47.3,8.5,1,0,76.8,3.07,B,1,LOW
79.2,8.1,4.0,72.7,53.3,53.1,7.5,1,1,69.6,2.78,C,1,MEDIUM
